通し番号	章	章内の通番	英単語	品詞	訳
55	U1	55	shocking	形	衝撃的な
56	U1	56	less than ~	句	~より少ない
57	U1	57	panda	名	パンダ
58	U1	58	giant panda	名	ジャイアントパンダ
59	U1	59	endangered	形	絶滅の危機にある
60	U1	60	news	名	報道、ニュース
61	U1	61	remove	動	取り除く
62	U1	62	species	名	〈分類上の〉種
63	U1	63	destruction	名	破壊
64	U1	64	bamboo	名	竹
65	U1	65	forest	名	森
66	U1	66	breed	動	繁殖させる
67	U1	67	remain	動	残っている
68	U1	68	wild	形	野生の
69	U1	69	however	副	しかしながら
70	U1	70	yet	副	〈疑問文で〉もう、〈否定文で〉まだ
71	U1	71	technology	名	科学技術
72	U1	72	digital	形	デジタルの
73	U1	73	system	名	仕組み、装置、方式
74	U1	74	habitat	名	生息地
75	U1	75	wildfire	名	山火事
76	U1	76	deep	形	深い
77	U1	77	success	名	成功
78	U1	78	no longer	句	もはや~ない
79	U2	1	hill	名	丘、坂道
80	U2	2	reach	動	達する
81	U2	3	breathtaking	形	息を呑むような
82	U2	4	whole	名	全体
83	U2	5	travel back in time	句	過去にタイムトラベルする
84	U2	6	we've	短	we haveの短縮形
85	U2	7	amusement park	名	遊園地
86	U2	8	busy	形	忙しい
87	U2	9	I've	短	I have の短縮形
88	U2	10	hotel	名	ホテル
89	U2	11	wait	動	待つ
90	U2	12	left	■	leave の過去形・過去分詞
91	U2	13	hurry	動	急ぐ
92	U2	14	haven't	短	have notの短縮形
93	U2	15	hasn't	短	has notの短縮形
94	U2	16	handout	名	配布資料、プリント
95	U2	17	brush	動	〈ブラシで〉磨く
96	U2	18	tooth	名	歯
97	U2	19	teeth	■	toothの複数形
98	U2	20	already	副	すでに、もう
99	U2	21	done	■	doの過去分詞
100	U2	22	ever	副	これまでに
101	U2	23	seen	■	seeの過去分詞
102	U2	24	recently	副	この間、最近、近年
103	U2	25	reason	名	理由
104	U2	26	return	動	戻る、戻す
105	U2	27	such	形	そんな、こんな、あんな
106	U2	28	like that	句	そんなふうに、あんなふうに
107	U2	29	catch up with ~	句	~に追いつく
108	U2	30	such a ~	句	そんな〜、あんな〜
109	U2	31	he's	短	he has の短縮形
110	U2	32	been	■	beの過去分詞
111	U2	33	twice	副	2回
112	U2	34	seafood	名	魚介類
113	U2	35	once	副	1回、かつて
114	U2	36	photo shoot	名	写真撮影
115	U2	37	agree	動	意見が一致する、賛成する
116	U2	38	correct	形	正しい
117	U2	39	agree with ~	句	<人>に同意する、~と意見が合う
118	U2	40	the same as ~	句	~と同じ
119	U3	1	monument	名	記念碑
120	U3	2	atomic bomb	名	原子爆弾
121	U3	3	dome	名	丸屋根
122	U3	4	remind	動	思い出させる
123	U3	5	reminder	名	思い出させるもの
124	U3	6	mission	名	任務、使命
125	U3	7	peace	名	平和
126	U3	8	since	前	~以来
127	U3	9	remind ~ of …	句	~に…を思い出させる
128	U3	10	How long ~?	句	どれくらい長く~?
129	U3	11	childhood	名	幼少期
130	U3	12	known	■	knowの過去分詞
131	U3	13	daughter	名	娘
132	U3	14	realize	動	実感する、気づく
133	U3	15	bombing	名	爆撃
134	U3	16	determined	形	決意した
135	U3	17	tragic	形	悲劇の、悲惨な
136	U3	18	promote	動	促進する
137	U3	19	be determined to ~	句	〜することを決意している
138	U3	20	boyfriend	名	ボーイフレンド
139	U3	21	paint	動	〈絵の具やペンキで〉描く
140	U3	22	textbook	名	教科書
141	U3	23	in line	句	列になって
142	U3	24	report	名	報告(書)
143	U3	25	valuable	形	貴重な、価値のある
144	U3	26	though	接	~にもかかわらず
145	U3	27	victim	名	犠牲者、被害者
146	U3	28	survivor	名	生存者
147	U3	29	generation	名	世代
148	U3	30	war	名	戦争
149	U3	31	past	名	〈ふつうtheをつけて〉過去
150	U3	32	get older	句	古くなる、年をとる
151	U3	33	year by year	句	年々
152	U3	34	pass ~ on (to …)	句	〜を(…)に伝える
153	U3	35	fold	動	折る、たたむ
154	U3	36	paper	名	紙
155	U3	37	crane	名	ツル
156	U3	38	serve	動	〈食事などを〉出す
157	U3	39	pickle	名	〈複数形で〉野菜の酢漬け
158	U3	40	machine	名	機械
159	U3	41	put on ~	句	~を身につける
160	U3	42	alone	副	ひとりで
161	U3	43	personal	形	個人の
162	U3	44	pain	名	苦痛、痛み
163	U3	45	money	名	お金
164	U3	46	inspiration	名	鼓舞(する存在)、ひらめき
165	U3	47	act	動	行動する
166	U3	48	in one's own words	句	自分自身のことばで
167	U3	49	pass down ~	句	(知識などを)渡す
168	U3	50	~, such as …	句	~、たとえば…のような
169	U3	51	think of ~	句	~のことを思い浮かべる
170	U3	52	take action	句	行動を起こす
171	R1	1	visa	名	査証、ビザ
172	R1	2	Lithuania	名	リトアニア
173	R1	3	outside	副	外側で[に/は]
174	R1	4	wife	名	妻
175	R1	5	Poland	名	ポーランド
176	R1	6	Jewish	形	ユダヤ人の
177	R1	7	escape	動	逃避する
178	R1	8	issue	動	発行する
179	R1	9	permission	名	許可
180	R1	10	refuse	動	断る
181	R1	11	foreign	形	外国の
182	R1	12	knew	■	knowの過去形
183	R1	13	risk	名	危険性
184	R1	14	short	形	短い
185	R1	15	silence	名	沈黙
186	R1	16	pass through ~	句	~を通りぬける
187	R1	17	ask for ~	句	~を求める
188	R1	18	wrote	■	write の過去形
189	R1	19	wheel	名	車輪
190	R1	20	fight	動	戦う、闘う
191	R1	21	telegram	名	電報
192	R1	22	platform	名	プラットフォーム
193	R1	23	even	副	~でさえ
194	R1	24	forgive	動	許す
195	R1	25	pray	動	祈る
196	R1	26	end	動	終える、終わる
197	R1	27	trader	名	貿易業者
198	R1	28	by hand	句	〈機械ではなく〉手で
199	R1	29	join hands	句	手を取り合う、協力する
200	R1	30	(even) as ~	句	~するとき(でさえ)も
201	R1	31	get on ~	句	~に乗る
202	R1	32	hand ~ out	句	~を手渡す
203	R1	33	with tears in one's eyes	句	目に涙をためて
204	R1	34	shouldn't	短	should not の短縮形
205	R1	35	diplomat	名	外交官
206	R1	36	forgotten	■	forget の過去分詞
207	R1	37	a piece of ~	句	1個 [枚]の~
208	YCDI1	1	uniform	名	制服
209	YCDI1	2	convenient	形	便利な
210	YCDI1	3	attractive	形	魅力的な
211	YCDI1	4	disagree	動	意見が合わない
212	YCDI1	5	Taiwan	名	台湾
213	YCDI1	6	health	名	健康
214	YCDI1	7	against	前	~に反対して
215	U4	1	AI	名	人工知能
216	U4	2	device	名	装置、機器
217	U4	3	daily	形	毎日の
218	U4	4	lately	副	最近、近ごろ
219	U4	5	search	名	捜索、検索
220	U4	6	engine	名	発動機、内燃機関
221	U4	7	respond	動	応答する
222	U4	8	command	名	指令、命令
223	U4	9	common	形	共通した、一般的な、よくある
224	U4	10	robot	名	ロボット
225	U4	11	automatically	副	自動的に
226	U4	12	translation	名	翻訳
227	U4	13	software	名	ソフトウェア
228	U4	14	quite	副	かなり
229	U4	15	easily	副	簡単に
230	U4	16	a part of ~	句	~の一部
231	U4	17	in the near future	句	近い将来
232	U4	18	shape	動	形作る
233	U4	19	handy	形	使いやすい
234	U4	20	discussion	名	議論、話し合い
235	U4	21	customer	名	〈サービスを受ける〉客
236	U4	22	rely	動	頼りにする
237	U4	23	in my opinion	句	私の意見では
238	U4	24	rely on ~	句	~に頼る
239	U4	25	weekday	名	平日
240	U4	26	ahead	副	前に、先に
241	U4	27	broaden	動	広げる
242	U4	28	understanding	名	理解
243	U4	29	magic	形	魔法の
244	U4	30	carpet	名	カーペット
245	U4	31	cape	名	ケープ(袖のないマント)
246	U4	32	disappear	動	見えなくなる、消える
247	U4	33	somewhere	副	どこかに
248	U4	34	directly	副	直接的に
249	U4	35	hate	動	嫌う
250	U4	36	tool	名	道具
251	U4	37	translate	動	翻訳する
252	U4	38	too … to ~	句	〜するには…すぎる
253	U4	39	take time	句	時間がかかる
254	U4	40	not all ~	句	すべて~とは限らない
255	R2	1	imagine	動	想像する
256	R2	2	scientist	名	科学者
257	R2	3	relationship	名	関係
258	R2	4	itself	代	それ自身
259	R2	5	injury	名	けが
260	R2	6	facility	名	施設、設備
261	R2	7	more and more	句	ますます多くの
262	R2	8	transfer	動	移動させる、移転させる
263	R2	9	elderly	形	年配の
264	R2	10	addition	名	付け足すこと、追加、足し算
265	R2	11	maintain	動	維持する
266	R2	12	physical	形	物理的な、身体的な
267	R2	13	function	名	機能
268	R2	14	widen	動	広げる、広がる
269	R2	15	possibility	名	可能性
270	R2	16	real	形	現実の
271	R2	17	user	名	使う人、利用者
272	R2	18	illness	名	病気
273	R2	19	control	動	制御する、操る
274	R2	20	movement	名	動き、運動
275	R2	21	finger	名	〈手の〉指
276	R2	22	sent	■	send の過去形・過去分詞
277	R2	23	microphone	名	マイク
278	R2	24	in addition	句	加えて、その上
279	R2	25	that way	句	そのようにして
280	R2	26	sociable	形	社交的な
281	R2	27	somebody	代	だれか
282	R2	28	useless	形	役に立たない
283	R2	29	helpless	形	どうしようもない、無力な
284	R2	30	notice	動	気づく
285	R2	31	happily	副	楽しそうに
286	R2	32	develop	動	開発する
287	R2	33	recognize	動	識別する、認識する
288	R2	34	value	名	価値、値打ち
289	R2	35	cooperation	名	協力
290	R2	36	expect	動	期待する
291	R2	37	imperfect	形	不完全な
292	R2	38	importance	名	重要性、大切さ
293	R2	39	okay	形	よい、大丈夫で
294	R2	40	cooperate	動	協力する
295	R2	41	article	名	記事
296	DL3	1	candy	名	砂糖菓子
297	DL3	2	recipe	名	作り方、レシピ
298	DL3	3	sugar	名	砂糖
299	DL3	4	syrup	名	シロップ
300	DL3	5	coloring	名	着色料
301	DL3	6	stem	名	〈果実などの〉軸
302	DL3	7	insert	動	挿入する
303	DL3	8	stir	動	かき混ぜる
304	DL3	9	boil	動	沸かす、煮る
305	DL3	10	thick	形	厚い、太い、濃い
306	DL3	11	add	動	加える
307	DL3	12	dip	動	ちょっと浸す
308	DL3	13	roll	動	転がす
309	DL3	14	baking sheet	名	天板
310	DL3	15	Could you tell me how to ~?	句	~のしかたを教えていただけますか。
